headword,part(s) of speech,stars
sympathy,noun,2
symphony,noun,1
symptom,noun,2
syndrome,noun,1
synthesis,noun,1
system,noun,3
systematic,adj,2
table,noun,3
tablet,noun,2
tack,noun,1
tackle,verb,2
tackle,noun,1
tactic,noun,2
tag,noun,1
tail,noun,2
take,verb,3
takeover,noun,2
tale,noun,2
talent,noun,2
talented,adj,1
talk,verb,3
talk,noun,3
tall,adj,3
tan,noun,1
tank,noun,3
tap,verb,2
tap,noun,2
tape,noun,3
tape,verb,1
target,noun,3
target,verb,2
tariff,noun,2
task,noun,3
task_force,noun,1
taste,noun,3
taste,verb,2
tasty,adj,1
tax,noun,3
tax,verb,2
taxation,noun,2
taxi,noun,3
taxpayer,noun,2
tea,noun,3
teach,verb,3
teacher,noun,3
teaching,noun,3
team,noun,3
tear,verb,2
tear,noun,2
tear,noun,1
tease,verb,1
technical,adj,3
technically,adv,1
technician,noun,1
technique,noun,3
technological,adj,2
technology,noun,3
teenage,adj,2
teenager,noun,2
telecommunications,noun,1
telephone,noun,3
telephone,verb,2
telescope,noun,1
television,noun,3
tell,verb,3
telly,noun,1
temper,noun,2
temperature,noun,3
temple,noun,2
temporary,adj,3
tempt,verb,2
temptation,noun,2
tenant,noun,2
tend,verb,3
tendency,noun,2
tender,adj,2
tennis,noun,2
tense,adj,1
tense,noun,1
tension,noun,3
tent,noun,2
term,noun,3
terminal,noun,2
terminal,adj,1
terminology,noun,1
terrace,noun,2
terrible,adj,3
terribly,adv,2
terrific,adj,1
terrify,verb,1
territory,noun,2
terror,noun,2
terrorism,noun,1
terrorist,noun,2
test,noun,3
test,verb,3
testament,noun,1
testimony,noun,1
testing,noun,1
text,noun,3
textile,noun,2
texture,noun,1
than,"conjunction,_preposition",3
thank,verb,3
thanks,interjection,3
thanks,noun,3
thank_you,interjection,3
that,"adv,_conjunction,_determiner,_pronoun",3
the,determiner,3
theatre,noun,3
theft,noun,2
their,determiner,3
theirs,pronoun,1
them,pronoun,3
theme,noun,3
themselves,pronoun,3
then,"adj,_adv",3
theoretical,adj,2
theory,noun,3
therapeutic,adj,1
therapist,noun,1
therapy,noun,2
there,"adv,_interjection,_pronoun",3
thereafter,adv,2
thereby,adv,2
therefore,adv,3
thermal,adj,1
these,"adverb,_determiner,_pronoun",3
thesis,noun,2
they,pronoun,3
thick,adj,3
thick,adv,1
thief,noun,2
thigh,noun,2
thin,adj,3
thing,noun,3
think,verb,3
thinking,adj,1
thirsty,adj,1
this,"adv,_determiner,_pronoun",3
thorn,noun,1
thorough,adj,1
thoroughly,adv,2
those,"adv,_determiner,_pronoun",3
though,"adv,_conjunction",3
though,conjunction,3
thought,noun,3
thoughtful,adj,1
thousand,number,2
thread,noun,2
threat,noun,3
threaten,verb,3
three-quarters,noun,1
thriller,noun,1
thrive,verb,1
throat,noun,3
throne,noun,2
through,"adj,_adv,_preposition",3
throughout,"adv,_preposition",3
throw,verb,3
throw,noun,1
thrust,verb,2
thumb,noun,2
thump,verb,1
thunder,noun,1
Thursday,noun,3
thus,adv,3
tick,verb,1
ticket,noun,3
tide,noun,2
tidy,adj,1
tidy,verb,1
tie,verb,3
tie,noun,2
tiger,noun,1
tight,adj,2
tight,adv,1
tighten,verb,2
till,"conjunction,_preposition",2
timber,noun,2
time,noun,3
time,verb,2
timetable,noun,2
timing,noun,1
tin,noun,2
tiny,adj,3
tip,noun,2
tip,verb,2
tire,verb,1
tired,adj,3
tissue,noun,2
title,noun,3
to,"adv,_preposition",3
toast,noun,1
tobacco,noun,2
today,adv,3
today,noun,1
toddler,noun,1
toe,noun,2
together,adv,3
toilet,noun,2
tolerance,noun,1
tolerate,verb,1
toll,noun,1
tomato,noun,2
tomb,noun,1
tomorrow,adv,3
ton,noun,2
tone,noun,3
tongue,noun,2
tonic,noun,1
tonight,adv,3
tonne,noun,2
too,adv,3
tool,noun,3
tooth,noun,3
top,noun,3
top,adj,3
top,verb,2
topic,noun,3
torch,noun,1
torture,noun,1
torture,verb,1
toss,verb,2
total,adj,3
total,noun,3
total,verb,1
totally,adv,3
touch,verb,3
touch,noun,3
touching,adj,1
tough,adj,3
tour,noun,3
tour,verb,2
tourism,noun,2
tourist,noun,3
tournament,noun,2
tow,verb,1
towards,preposition,3
towel,noun,2
tower,noun,2
town,noun,3
town_centre,noun,1
toxic,adj,1
toy,noun,2
trace,verb,2
trace,noun,2
track,noun,3
track,verb,1
tract,noun,1
trade,noun,3
trade,verb,3
trader,noun,2
trading,noun,2
tradition,noun,3
traditional,adj,3
traffic,noun,3
tragedy,noun,2
tragic,adj,2
trail,verb,2
trail,noun,2
trailer,noun,1
train,noun,3
train,verb,3
trained,adj,1
trainer,noun,1
trainers,noun,1
training,noun,3
trait,noun,1
traitor,noun,1
transaction,noun,2
transcript,noun,1
transfer,verb,3
transfer,noun,3
transform,verb,2
transformation,noun,2
transit,noun,1
transition,noun,2
translate,verb,2
translation,noun,2
transmission,noun,2
transmit,verb,2
transparent,adj,1
transplant,noun,1
transport,noun,3
transport,verb,2
transportation,noun,1
trap,noun,2
trap,verb,2
traumatic,adj,1
travel,verb,3
travel,noun,3
traveller,noun,2
travelling,adj,1
tray,noun,2
tread,verb,1
treasure,noun,2
treasury,noun,2
treat,verb,3
treat,noun,1
treatment,noun,3
treaty,noun,2
tree,noun,3
tremble,verb,2
tremendous,adj,2
trend,noun,3
trial,noun,3
triangle,noun,1
tribe,noun,2
tribunal,noun,2
tribute,noun,2
trick,noun,2
trick,verb,1
trigger,verb,2
trigger,noun,1
trim,verb,1
trip,noun,3
trip,verb,2
triple,adj,1
triumph,noun,2
trivial,adj,1
trolley,noun,1
troop,noun,3
trophy,noun,2
tropical,adj,2
trot,verb,1
trouble,noun,3
trouble,verb,1
trousers,noun,2
truck,noun,2
TRUE,adj,3
truly,adv,2
trumpet,noun,1
trunk,noun,1
trust,noun,3
trust,verb,3
trustee,noun,1
truth,noun,3
try,verb,3
try,noun,2
trying,adj,2
T-shirt,noun,1
tube,noun,2
tuck,verb,2
Tuesday,noun,3
tuition,noun,1
tumour,noun,1
tune,noun,2
tune,verb,1
tunnel,noun,2
turkey,noun,1
turn,verb,3
turn,noun,3
turning,noun,1
turnover,noun,2
tutor,noun,2
TV,noun,3
twice,adv,3
twice,determiner,1
twin,noun,2
twist,verb,2
twist,noun,1
twisted,adj,1
two,number,3
type,noun,3
type,verb,1
typewriter,noun,1
typical,adj,3
typically,adv,2
tyre,noun,2
ugly,adj,2
ultimate,adj,2
ultimately,adv,2
umbrella,noun,1
unable,adj,3
unacceptable,adj,2
unaware,adj,1
uncertain,adj,2
uncertainty,noun,2
unchanged,adj,1
uncle,noun,2
unclear,adj,1
uncomfortable,adj,2
unconscious,adj,1
uncontrolled,adj,1
uncover,verb,1
under,"adv,_preposition",3
underestimate,verb,1
undergo,verb,2
underground,adj,1
underground,adv,1
underline,verb,2
underlying,adj,2
undermine,verb,2
underneath,"adj,_adv,_noun,_preposition",2
underscore,verb,1
understand,verb,3
understandable,adj,1
understanding,noun,3
undertake,verb,2
undertaking,noun,2
underwear,noun,1
undo,verb,1
undoubtedly,adv,2
uneasy,adj,1
unemployed,adj,3
unemployment,noun,3
uneven,adj,1
unexpected,adj,2
unfair,adj,2
unfamiliar,adj,1
unfit,adj,1
unfortunate,adj,2
unfortunately,adv,3
unfriendly,adj,1
unhappy,adj,2
uniform,noun,2
uniform,adj,2
unimportant,adj,1
union,noun,3
unique,adj,3
unit,noun,3
unite,verb,2
united,adj,3
unity,noun,2
universal,adj,2
universe,noun,2
university,noun,3
unkind,adj,1
unknown,adj,2
unless,conjunction,3
unlike,"adj,_preposition",2
unlikely,adj,3
unlimited,adj,1
unlock,verb,1
unnatural,adj,1
unnecessary,adj,2
unpleasant,adj,2
unpopular,adj,1
unprecedented,adj,1
unpredictable,adj,1
unreasonable,adj,1
unreliable,adj,1
unrest,noun,1
unsuccessful,adj,1
unsuitable,adj,1
unsure,adj,1
untidy,adj,1
untie,verb,1
until,"conjunction,_preposition",3
untouched,adj,1
unusual,adj,3
unusually,adv,1
unwilling,adj,1
up,"adj,_adv,_preposition",3
upbringing,noun,1
update,verb,2
update,noun,1
upgrade,verb,1
upgrade,noun,1
uphold,verb,1
upon,preposition,3
upper,adj,3
upright,adv,1
upright,adj,1
upset,adj,2
upset,verb,2
upside_down,adv,1
upstairs,adv,2
up-to-date,adj,1
upward,adj,1
upwards,adv,2
urban,adj,3
urge,verb,2
urge,noun,1
urgent,adj,2
us,pronoun,3
usage,noun,1
use,verb,3
use,noun,3
used,adj,3
used_to,modal_verb,3
used_to,adj,3
useful,adj,3
useless,adj,2
user,noun,3
usual,adj,3
usually,adv,3
utility,noun,2
utilize,verb,1
utmost,adj,1
utter,verb,1
utter,adj,1
utterance,noun,1
utterly,adv,2
vacancy,noun,1
vacant,adj,1
vacuum,noun,1
vague,adj,2
vaguely,adv,1
vain,adj,1
valid,adj,2
valley,noun,3
valuable,adj,3
valuation,noun,1
value,noun,3
value,verb,2
valve,noun,1
van,noun,2
vanish,verb,2
variable,noun,2
variable,adj,2
variation,noun,3
varied,adj,1
variety,noun,3
various,adj,3
vary,verb,3
vase,noun,1
vast,adj,2
VAT,noun,1
vegetable,noun,3
vehicle,noun,3
veil,noun,1
vein,noun,2
venture,noun,1
venue,noun,2
verb,noun,1
verbal,adj,1
verdict,noun,2
versatile,adj,1
verse,noun,2
version,noun,3
versus,preposition,1
vertical,adj,2
very,"adj,_adv",3
vessel,noun,2
veteran,noun,1
veto,verb,1
veto,noun,1
via,preposition,3
viable,adj,1
vibration,noun,1
vicar,noun,1
vicious,adj,1
victim,noun,3
victory,noun,3
video,noun,3
video_game,noun,1
video_recorder,noun,1
view,noun,3
view,verb,3
viewer,noun,2
viewpoint,noun,1
villa,noun,1
village,noun,3
villager,noun,1
villain,noun,1
vine,noun,1
violation,noun,1
violence,noun,3
violent,adj,2
violently,adv,1
violin,noun,1
virgin,noun,1
virtual,adj,2
virtually,adv,3
virtue,noun,2
virus,noun,3
visa,noun,1
visible,adj,2
vision,noun,3
visit,verb,3
visit,noun,3
visitor,noun,3
visual,adj,2
vital,adj,3
vitamin,noun,2
vivid,adj,1
vocabulary,noun,1
vocal,adj,1
vocational,adj,1
voice,noun,3
volcano,noun,1
volume,noun,3
voluntary,adj,2
volunteer,noun,2
volunteer,verb,1
vomit,verb,1
vote,verb,3
vote,noun,3
voter,noun,2
vowel,noun,1
voyage,noun,1
vulnerable,adj,2
wage,noun,3
waist,noun,2
wait,verb,3
wait,noun,1
waiter,noun,1
waitress,noun,1
wake,verb,3
wake,noun,1
walk,verb,3
walk,noun,3
walker,noun,1
walking,noun,1
wall,noun,3
wallpaper,noun,1
wander,verb,2
want,verb,3
want,noun,1
wanted,adj,1
war,noun,3
ward,noun,1
wardrobe,noun,1
warehouse,noun,2
warm,adj,3
warm,verb,2
warmly,adv,1
warmth,noun,2
warn,verb,3
warning,noun,3
warrant,noun,1
wash,verb,3
wash,noun,1
washing,noun,1
washing_machine,noun,1
wasp,noun,1
waste,noun,3
waste,verb,2
waste,adj,2
watch,verb,3
watch,noun,2
water,noun,3
water,verb,1
waterfall,noun,1
waterproof,adj,1
wave,noun,3
wave,verb,2
way,noun,3
way_of_life,noun,1
way_out,noun,1
we,"determiner,_pronoun",3
weak,adj,3
weaken,verb,2
weakness,noun,2
wealth,noun,2
wealthy,adj,2
weapon,noun,3
wear,verb,3
wear,noun,1
weather,noun,3
weather_forecast,noun,1
weave,verb,1
web,noun,1
web_page,noun,1
website,noun,2
wedding,noun,3
Wednesday,noun,3
weed,noun,1
week,noun,3
weekend,noun,3
weekly,adj,2
weep,verb,1
weigh,verb,2
weight,noun,3
weird,adj,1
welcome,verb,3
welcome,adj,2
welcome,noun,2
welfare,noun,2
well,adv,3
well,interjection,3
well,adj,2
well,noun,2
well-known,adj,2
west,noun,3
west,adv,1
west,adj,1
western,adj,3
wet,adj,3
whale,noun,2
what,"adv,_determiner,_interjection,_predeterminer,_pronoun",3
whatever,"adv,_conjunction,_determiner,_pronoun",3
whatsoever,adv,1
wheat,noun,1
wheel,noun,3
when,"adv,_conjunction",3
whenever,"adv,_conjunction",2
where,"adv,_conjunction",3
whereas,conjunction,3
whereby,adv,1
wherever,"adv,_conjunction",2
whether,conjunction,3
which,"determiner,_pronoun",3
whichever,"determiner,_pronoun",1
while,conjunction,3
while,noun,3
whilst,conjunction,2
whip,noun,1
whip,verb,1
whirl,verb,1
whiskey,noun,1
whisky,noun,1
whisper,verb,2
whisper,noun,1
whistle,noun,1
whistle,verb,1
white,adj,3
white,noun,2
white-collar,adj,1
who,pronoun,3
whoever,pronoun,2
whole,adj,3
whole,noun,3
wholly,adv,2
whom,pronoun,3
whose,"determiner,_pronoun",3
why,adv,3
wicked,adj,1
wicket,noun,1
wide,adj,3
wide,adv,2
widely,adv,3
widen,verb,2
wide-ranging,adj,1
widespread,adj,2
widow,noun,2
width,noun,2
wife,noun,3
wild,adj,3
wild,adv,1
wildlife,noun,2
wildly,adv,1
will,modal_verb,3
will,noun,3
will,verb,2
willing,adj,3
win,verb,3
win,noun,2
wind,noun,3
wind,verb,2
window,noun,3
windy,adj,1
wine,noun,3
wing,noun,3
winner,noun,3
winning,adj,2
winter,noun,3
wipe,verb,2
wire,noun,2
wireless,adj,1
wisdom,noun,2
wise,adj,2
wish,verb,3
wish,noun,2
wit,noun,1
witch,noun,1
with,preposition,3
withdraw,verb,2
withdrawal,noun,2
within,"adv,_preposition",3
without,"adv,_preposition",3
witness,noun,2
witness,verb,2
witty,adj,1
wolf,noun,1
woman,noun,3
wonder,verb,3
wonder,noun,2
wonderful,adj,3
wood,noun,3
wooden,adj,3
woodland,noun,2
wool,noun,2
woollen,adj,1
word,noun,3
work,verb,3
work,noun,3
worker,noun,3
workforce,noun,1
working,adj,3
the_working_class,noun,1
workload,noun,1
workman,noun,1
workplace,noun,1
workshop,noun,2
workstation,noun,1
world,noun,3
worldwide,"adj,_adv",1
worm,noun,1
worried,adj,3
worry,verb,3
worry,noun,2
worrying,adj,1
worse,adj,3
worse,adv,1
worship,noun,1
worst,adj,3
worst,noun,2
worth,adj,3
worthwhile,adj,2
worthy,adj,2
would,modal_verb,3
would-be,adj,1
wound,noun,2
wound,verb,2
wounded,adj,1
wrap,verb,2
wreck,verb,1
wreck,noun,1
wreckage,noun,1
wrist,noun,2
write,verb,3
writer,noun,3
writing,noun,3
written,adj,2
wrong,adj,3
wrong,adv,1
wrong,noun,1
wrongly,adv,1
X-ray,noun,1
yacht,noun,1
yard,noun,3
yawn,verb,1
yeah,adv,3
year,noun,3
yell,verb,1
yellow,adj,3
yellow,noun,1
yep,adv,1
yes,adv,3
yesterday,adv,3
yet,"adv,_conjunction",3
yield,verb,2
yield,noun,1
you,"determiner,_pronoun",3
young,adj,3
younger,adj,3
young_lady,noun,1
young_man,noun,2
youngster,noun,2
your,determiner,3
yours,pronoun,3
yourself,pronoun,3
youth,noun,3
zero,noun,2
zip,noun,1
zip,verb,1
zone,noun,2
zoo,noun,1
